category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights
Home and Furniture,Living Room Furniture,Coffee Tables ,"Nilkamal Centble 3 Plastic Coffee Table  (Finish Color - Pear wood, DIY(Do-It-Yourself))",4.3,"₹1,564","₹1,700",AuthoriseSeller,4.9,,"PP Plastic W x H x D: 24 inch x 19.3 inch x 24 inch (2 ft x 1 ft 7 in x 2 ft) Storage Included DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Coffee Tables ,"Nilkamal Centble 5 Plastic Coffee Table  (Finish Color - Marble beige, DIY(Do-It-Yourself))",4.1,"₹1,564","₹1,700",AuthoriseSeller,4.9,,"PP Plastic W x H x D: 30.7 inches x 19.68 inches x 15.74 inches Storage Included DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Coffee Tables ,"Snap Table In Provincial Teak Finish Solid Wood Coffee Table  (Finish Color - Teak, Pre-assembled)",2.9,"₹4,999","₹17,499",,0.0,,Rosewood (Sheesham) Solid Wood W x H x D: 40.64 cm x 45.72 cm x 40.64 cm (1 ft 3 in x 1 ft 6 in x 1 ft 3 in) Pre Assembled (Ready to Use)
Home and Furniture,Living Room Furniture,Shoe Racks ,"Gkamp Plastic Collapsible Shoe Stand  (Black, 12 Shelves, DIY(Do-It-Yourself))",3.5,"₹2,999","₹5,000",G-KAMP JAPAN,3.4,,"Material Subtype: PP Width x Height: 84 cm x 94 cm (2 ft 9 in x 3 ft 1 in) Type: Collapsible Shoe Stand Capacity: 12 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Sampri Shoes Rack Shoe Rack Shoes Stand accessories cover door jointer kytaste metal organiser plastic transparent layer big size engineered wood for home home town low stand box hanging in low price steel for home stand wood tablezuari door shelves for home low price for home wooden anva multipurpose in steel ka cover of steel under with zipmat steel at home cabinet double with cover drawers for home low for home steel for home under home metal 4 rack matel organizer plastic for home portable with cover in good quality Metal Collapsible Shoe Stand  (Grey, 6 Shelves, DIY(Do-It-Yourself))",3.8,₹659,₹999,PHILOSHOP,4.3,,"Material Subtype: Carbon Steel Width x Height: 60 cm x 110 cm (1 ft 11 in x 3 ft 7 in) Type: Collapsible Shoe Stand Capacity: 18 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"dbeautify Plastic Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",3.8,₹490,"₹1,499",Kidsbank,4.5,,"Material Subtype: Carbon Steel Width x Height: 72 cm x 58 cm (2 ft 4 in x 1 ft 10 in) Type: Shoe Stand Capacity: 4 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Jaagriti Articles Plastic Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",3.5,₹289,₹527,rudratraderworld,3.5,,"Material Subtype: PP Width x Height: 60 cm x 60 cm (1 ft 11 in x 1 ft 11 in) Type: Shoe Stand Capacity: 12 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Jaagriti Articles Jaagriti Articles Plastic Shoe Stand Plastic Collapsible Shoe Stand  (Black, 4 Shelves, DIY(Do-It-Yourself))",3.5,₹319,₹599,DIGOYARTICLES,4.9,,"Material Subtype: NA Width x Height: 67 cm x 64 cm (2 ft 2 in x 2 ft 1 in) Type: Collapsible Shoe Stand Capacity: 12 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Sampri Shoes Rack Shoe Rack Shoes Stand accessories cover door jointer kytaste metal organiser plastic transparent layer big size engineered wood for home home town low stand box hanging in low price steel for home stand wood tablezuari door shelves for home low price for home wooden anva multipurpose in steel ka cover of steel under with zipmat steel at home cabinet double with cover drawers for home low for home steel for home under home metal 4 rack matel organizer plastic for home portable with cover in good quality Metal Collapsible Shoe Stand  (Blue, 6 Shelves, DIY(Do-It-Yourself))",3.8,₹649,₹999,AESTORE2022,4.7,,"Material Subtype: Carbon Steel Width x Height: 60 cm x 110 cm (1 ft 11 in x 3 ft 7 in) Type: Collapsible Shoe Stand Capacity: 18 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"DFC Zeo Engineered Wood Shoe Stand  (2 Shelves, DIY(Do-It-Yourself))",4.1,"₹1,490","₹1,990",DFC Exports,3.9,,"Material Subtype: Particle Board Width x Height: 61 cm x 30 cm (2 ft x 11 in) Type: Shoe Stand Capacity: 6 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Sampri Metal Collapsible Shoe Stand  (Pink, 6 Shelves, DIY(Do-It-Yourself))",3.8,₹749,"₹1,199",FRESHBUY,4.8,,"Material Subtype: Carbon Steel Width x Height: 60 cm x 108 cm (1 ft 11 in x 3 ft 6 in) Type: Collapsible Shoe Stand Capacity: 18 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Studio Kook Derby Engineered Wood Shoe Rack  (5 Shelves, Knock Down)",4.3,"₹13,186","₹21,268",Studiokook,4.7,,"Material Subtype: Particle Board Width x Height: 75 cm x 105 cm (2 ft 5 in x 3 ft 5 in) Type: Shoe Rack Capacity: 20 Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner"
Home and Furniture,Living Room Furniture,Shoe Racks ,"dbeautify Metal Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",3.7,₹529,"₹1,299",EZdeal,3.9,,"Material Subtype: Carbon Steel Width x Height: 66 cm x 88 cm (2 ft 1 in x 2 ft 10 in) Type: Shoe Stand Capacity: 4 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"EEMWAY Metal, Plastic Shoe Stand  (5 Shelves, DIY(Do-It-Yourself))",3.7,₹584,"₹1,999",SKPRODER,4.3,,"Material Subtype: Carbon Steel Width x Height: 132 cm x 66 cm (4 ft 3 in x 2 ft 1 in) Type: Shoe Stand Capacity: 5 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Safeheed Shoe Rack with cover for home storage Multipurpose Rack Organizer (pack of 1) Plastic Collapsible Shoe Stand  (Black, 4 Shelves, DIY(Do-It-Yourself))",3.5,₹289,₹499,rudratraderworld,3.5,,"Material Subtype: Carbon Steel Width x Height: 67 cm x 64 cm (2 ft 2 in x 2 ft 1 in) Type: Collapsible Shoe Stand Capacity: 12 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"dbeautify Metal, Plastic Collapsible Shoe Stand  (Black, 4 Shelves, DIY(Do-It-Yourself))",3.8,₹560,"₹1,499",Kidsbank,4.5,,"Material Subtype: Carbon Steel Width x Height: 72 cm x 58 cm (2 ft 4 in x 1 ft 10 in) Type: Collapsible Shoe Stand Capacity: 4 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"Nutriverse Plastic Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",3.7,₹449,₹699,Tentwala,4.7,,"Material Subtype: PP Width x Height: 52 cm x 105 cm (1 ft 8 in x 3 ft 5 in) Type: Shoe Stand Capacity: 3 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"CMerchants Metal Collapsible Shoe Stand  (Beige, 5 Shelves, DIY(Do-It-Yourself))",3.9,₹625,"₹1,299",FRESHBUY,4.8,,"Material Subtype: Carbon Steel Width x Height: 60 cm x 98 cm (1 ft 11 in x 3 ft 2 in) Type: Collapsible Shoe Stand Capacity: 15 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"dbeautify Metal Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",3.7,₹499,"₹1,300",EZdeal,3.9,,"Material Subtype: Carbon Steel Width x Height: 66 cm x 88 cm (2 ft 1 in x 2 ft 10 in) Type: Shoe Stand Capacity: 4 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"DHSVS stainless steel shoe rack Metal Shoe Rack  (Steel, 3 Shelves, DIY(Do-It-Yourself))",4.8,"₹1,799","₹2,599",RoshaniMetalCompany,4.8,,"Material Subtype: Stainless Steel Width x Height: 61 cm x 45 cm (2 ft x 1 ft 5 in) Type: Shoe Rack Capacity: 7 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"SYGA Plastic Shoe Stand  (4 Shelves, DIY(Do-It-Yourself))",4.6,₹499,₹899,SYGA,4.6,,"Material Subtype: NA Width x Height: 20 cm x 5.5 cm (7 in x 2 in) Type: Shoe Stand Capacity: 12 Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Living Room Furniture,Shoe Racks ,"FreshDcart Plastic Shoe Stand  (Maroon, 6 Shelves, Pre-assembled)",3.6,₹640,"₹2,499",SHIFAN,4.7,,Material Subtype: Carbon Steel Width x Height: 16 cm x 8 cm (6 in x 3 in) Type: Shoe Stand Capacity: 12 Delivery Condition: Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"R. K Packers Plastic Study Table  (Finish Color - Green, DIY(Do-It-Yourself))",3.7,"₹1,799","₹2,999",Packyouritems,3.7,,"Shape: Rectangle W x H x D: 15 cm x 2 cm x 2 cm (5 in) Foldable DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - DOREMON, Pre-assembled)",3.9,₹497,"₹1,200",HERRYManufacture,4.5,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in) Adjustable Height Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - BARBIE, Pre-assembled)",4.1,₹535,₹999,UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 27 cm x 40 cm (1 ft 11 in x 10 in x 1 ft 3 in) Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"R.k Packers Plastic Chair  (Finish Color - orange, Pre-assembled)",3.7,₹699,"₹1,599",Packyouritems,3.7,,For: Kids Room Pre-assembled W x H x D: 10 cm x 20 cm x 20 cm (3 in x 7 in x 7 in) Weight: 0.9 kg
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - ABCD, Pre-assembled)",3.9,₹545,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in) Adjustable Height Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - KITTY PINK, Pre-assembled)",3.9,₹520,"₹1,250",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in) Adjustable Height Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"Nilkamal Plastic Chair  (Finish Color - RED, Pre-assembled)",4.3,₹494,"₹1,599",BEST_DEAL,4.2,,"For: Kids Room, Seating Pre-assembled W x H x D: 41 cm x 55 cm x 35 cm (1 ft 4 in x 1 ft 9 in x 1 ft 1 in) Weight: 0.4 kg"
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - SPIDERMAN BUILDING, Pre-assembled)",4.0,₹517,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in) Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - MOTU PATLU, Pre-assembled)",3.9,₹545,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in) Adjustable Height Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - ABCD KALAM, Pre-assembled)",4.0,₹499,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 38 cm (1 ft 11 in x 11 in x 1 ft 2 in) Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - KITTY PINK, Pre-assembled)",4.0,₹545,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 38 cm (1 ft 11 in x 11 in x 1 ft 2 in) Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"baybee Plastic Baby Chair for Kids Study Table Chair with Cushion Seat & High Backrest Plastic Chair  (Finish Color - Blue, DIY(Do-It-Yourself))",4.1,₹736,"₹1,599",GalaxyIncoporation,4.6,,For: Kids Room DIY(Do-It-Yourself) W x H x D: 33 cm x 29.8 cm x 23 cm (1 ft x 11 in x 9 in) Weight: 0.88 kg
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - KRISHNA BHEEM, Pre-assembled)",4.0,₹545,"₹1,200",UNIQUALITY,4.8,,Shape: Rectangle W x H x D: 60 cm x 28 cm x 38 cm (1 ft 11 in x 11 in x 1 ft 2 in) Foldable Pre Assembled (Ready to Use)
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"StarAndDaisy Plastic Study Table  (Finish Color - Pink, DIY(Do-It-Yourself))",4.2,"₹3,999","₹5,999",UPC,4.3,,"Shape: Round W x H x D: 60 cm x 100 cm x 40 cm (1 ft 11 in x 3 ft 3 in x 1 ft 3 in) Adjustable Height Foldable DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"RATNA'S Plastic Chair  (Finish Color - GREEN, Pre-assembled)",4.0,₹899,"₹1,499",TOYZTREND,4.6,,"For: Kids Room, Outdoor & Cafeteria, Seating Pre-assembled W x H x D: 30 cm x 30 cm x 25 cm (11 in x 11 in x 9 in) Weight: 0.4 kg"
Home and Furniture,Office and Study Furniture,Kids Room Furniture ,"StarAndDaisy K80 Plastic Kids Study Table Finish with Book Holder LEDLight Desk Chair Metal Desk Chair  (Finish Color - New Pink, DIY(Do-It-Yourself))",4.3,"₹5,899","₹9,999",UPC,4.3,,For: Kids Room DIY(Do-It-Yourself) W x H x D: 80 cm x 70 cm x 490 cm (2 ft 7 in x 2 ft 3 in x 16 ft) Weight: 11 kg
Home and Furniture,DIY Furniture,Bean Bags ,DewDROP 1.5kg Bean Bag Filler  (Standard),4.1,₹699,"₹1,200",adyah creations  ,3.6,,Material: Thermocol Bead Type: Standard Weight: 1.5 kg
Home and Furniture,DIY Furniture,Bean Bags ,"SHIRA 24 XL Tear Drop Bean Bag Cover  (Without Beans)  (Brown, Tan)",3.9,₹549,"₹1,699",SHIRA24,4.7,,
Home and Furniture,DIY Furniture,Bean Bags ,"LAXIKON XXL Tear Drop Bean Bag Cover  (Without Beans)  (Black, Blue)",3.7,₹521,"₹1,799",Dynamic Mart,4.1,,Bean Bag Cover Only Fits Anywhere Can Be Refilled Double Stitching
Home and Furniture,DIY Furniture,Bean Bags ,GIGLICK XXXL Tear Drop Bean Bag Cover  (Without Beans)  (Maroon),3.4,₹999,"₹2,499",THELOTUSSTORE,3.7,,
Home and Furniture,DIY Furniture,Bean Bags ,"Flipkart Perfect Homes Studio XXL Teardrop Bean Bag  (Green, Black)",4.2,"₹1,599","₹3,999",Setner,4.2,,Type: Teardrop Bean Bag Material: Leather Width x Height: 60.96 cm x 106.68 cm (2 ft x 3 ft 6 in)
Home and Furniture,DIY Furniture,Bean Bags ,Soft Touch (1KG Approx) Ultra Premium Bean Bag Filler  (Standard),3.9,₹539,"₹1,989",PranavCreationsBlr,3.5,,Material: Natural Filler Type: Standard Weight: 1 kg
Home and Furniture,DIY Furniture,Bean Bags ,DewDROP 2 kg Bean Bag Filler  (Standard),4.1,₹899,"₹1,300",adyah creations  ,3.6,,Material: Thermocol Bead Type: Standard Weight: 2 kg
Home and Furniture,DIY Furniture,Bean Bags ,Flipkart Perfect Homes Studio XXXL Teardrop Bean Bag  With Bean Filling  (Brown),4.0,"₹1,709","₹3,999",Setner,4.2,,Type: Teardrop Bean Bag Material: Artificial Leather Width x Height: 116.8 cm x 71.1 cm (3 ft 9 in x 2 ft 3 in)
Home and Furniture,DIY Furniture,Bean Bags ,"PAW PATROL XL Teardrop Bean Bag  With Bean Filling  (Black, Red)",4.2,"₹1,529","₹3,499",,0.0,,Type: Teardrop Bean Bag Material: Artificial Leather Fastening Mechanism: Zipper with Velcro Width x Height: 55.88 cm x 99.06 cm (1 ft 10 in x 3 ft 3 in)
Home and Furniture,DIY Furniture,Bean Bags ,"SPACEX XXXL Digital Printed Teardrop Bean Bag  With Bean Filling  (Black, Green)",4.3,"₹1,999","₹4,999",SPACEX,4.2,,Type: Teardrop Bean Bag Material: Artificial Leather Filling: Polyestrene Beads Width x Height: 66.04 cm x 106.68 cm (2 ft 2 in x 3 ft 6 in)
Home and Furniture,DIY Furniture,Bean Bags ,Garfield XL Teardrop Bean Bag  With Bean Filling  (Multicolor),4.4,"₹1,529","₹3,499",,0.0,,Type: Teardrop Bean Bag Material: Artificial Leather Fastening Mechanism: Zipper with Velcro Width x Height: 55.88 cm x 99.06 cm (1 ft 10 in x 3 ft 3 in)
Home and Furniture,DIY Furniture,Bean Bags ,"ComfyBean Large Teardrop Bean Bag  With Bean Filling  (Dark Grey, Red)",4.7,"₹1,199","₹2,299",,0.0,,Type: Teardrop Bean Bag Material: Artificial Leather Fastening Mechanism: Zipper with Velcro Width x Height: 66.04 cm x 76.2 cm (2 ft 2 in x 2 ft 6 in)
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"SANAMSTORE PVC Collapsible Wardrobe  (Finish Color - Black, DIY(Do-It-Yourself))",3.7,₹999,"₹2,499",KOnlineShop,3.8,,"Foldable W x H x D: 270 mm x 60 mm x 55 mm (10 in x 2 in x 2 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"KOnline Carbon Steel Collapsible Wardrobe  (Finish Color - NavyBlue, DIY(Do-It-Yourself))",3.5,₹502,"₹1,999",KOnlineShop,3.8,,"Foldable W x H x D: 60 cm x 78 cm x 31 cm (1 ft 11 in x 2 ft 6 in x 1 ft) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Zofiy PP Collapsible Wardrobe  (Finish Color - GREY, DIY(Do-It-Yourself))",3.5,₹585,"₹3,824",EZdeal,3.9,,"Foldable W x H x D: 58 cm x 108 cm x 28 cm (1 ft 10 in x 3 ft 6 in x 11 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"FLIPZON Baby 6 Shelve Unbreakable Material PVC Collapsible Wardrobe  (Finish Color - Pink, DIY(Do-It-Yourself))",4.3,"₹1,095","₹2,999",FLIPZON,5.0,,"Foldable W x H x D: 46 cm x 148 cm x 30 cm (1 ft 6 in x 4 ft 10 in x 11 in) Primary Material: Fabric Secondary Material: Plastic DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Flipkart Perfect Homes Studio 3 Door 10 Shelf PP Collapsible Wardrobe  (Finish Color - Beige, DIY(Do-It-Yourself))",3.6,"₹1,299","₹3,999",ParshvanathTechRetail,4.0,,"Foldable W x H x D: 135 cm x 175 cm x 44.5 cm (4 ft 5 in x 5 ft 8 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"FLIPZON 6 + 2 Shelves 3 Door Carbon Steel Collapsible Wardrobe  (Finish Color - Maroon, DIY(Do-It-Yourself))",5.0,"₹1,199","₹3,999",FLIPZON,5.0,,"Foldable W x H x D: 425 mm x 1660 mm x 1260 mm (1 ft 4 in x 5 ft 5 in x 4 ft 1 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Flipkart Perfect Homes Studio 3 Door 10 Shelf PP Collapsible Wardrobe  (Finish Color - Chocolate Brown, DIY(Do-It-Yourself))",3.6,"₹1,299","₹3,999",ParshvanathTechRetail,4.0,,"Foldable W x H x D: 135 cm x 175 cm x 45 cm (4 ft 5 in x 5 ft 8 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"GALLAXY Cotton Collapsible Wardrobe  (Finish Color - Pink, DIY(Do-It-Yourself))",3.5,"₹1,205","₹5,828",Kidsbags,3.4,,"Foldable W x H x D: 125 cm x 162 cm x 43 cm (4 ft 1 in x 5 ft 3 in x 1 ft 4 in) Primary Material: Plastic Secondary Material: Synthetic Fiber DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"vipash C1 Premium 3 Door 8 Shelf PVC Collapsible Wardrobe Carbon Steel Collapsible Wardrobe  (Finish Color - MAROON, DIY(Do-It-Yourself))",3.4,"₹1,119","₹2,999",VipAsh,4.3,,"Foldable W x H x D: 1300 mm x 1750 mm x 460 mm (4 ft 3 in x 5 ft 8 in x 1 ft 6 in) Primary Material: Fabric Secondary Material: Metal, Plastic DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Flipkart Perfect Homes Studio 5 layer Pink wardrobe tree house Carbon Steel Collapsible Wardrobe  (Finish Color - PINK, DIY(Do-It-Yourself))",3.6,₹699,"₹1,499",FRESHBUY,4.8,,"W x H x D: 600 mm x 980 mm x 300 mm (1 ft 11 in x 3 ft 2 in x 11 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"KriShyam 6+ 2 Shelves Collapsible Wardrobe PP Collapsible Wardrobe  (Finish Color - Grey, DIY(Do-It-Yourself))",3.6,"₹1,274","₹2,199",KRI SHYAM ,4.2,,"Foldable W x H x D: 130 cm x 170 cm x 45 cm (4 ft 3 in x 5 ft 6 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"dbeautify Carbon Steel Collapsible Wardrobe  (Finish Color - Black, DIY(Do-It-Yourself))",3.5,₹654,"₹2,499",SKPRODER,4.3,,"Foldable W x H x D: 60 cm x 110 cm x 30 cm (1 ft 11 in x 3 ft 7 in x 11 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Flipkart Perfect Homes Studio PP Collapsible Wardrobe  (Finish Color - Purple, DIY(Do-It-Yourself))",3.3,"₹1,299","₹3,999",ParshvanathTechRetail,4.0,,"Foldable W x H x D: 128 cm x 166 cm x 45 cm (4 ft 2 in x 5 ft 5 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"Flipkart Perfect Homes Studio 3 Door 8 Shelf Carbon Steel Collapsible Wardrobe  (Finish Color - Chocolate Brown, DIY(Do-It-Yourself))",3.7,"₹1,538","₹3,999",ParshvanathTechRetail,4.0,,"Foldable W x H x D: 126 cm x 170 cm x 45 cm (4 ft 1 in x 5 ft 6 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Metal DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"TINNITUS collapsible wardrobe 6+2 shelve collapsible wardrobe 88130 A-12 Micro Fiber Collapsible Wardrobe  (Finish Color - black color, DIY(Do-It-Yourself))",3.9,"₹1,189","₹1,999",S . K Store,4.6,,"Foldable W x H x D: 1750 mm x 1350 mm x 450 mm (5 ft 8 in x 4 ft 5 in x 1 ft 5 in) Primary Material: Fabric Secondary Material: Plastic DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,DIY Furniture,Collapsible Wardrobes ,"FurniGully 1 Door 9 Shelf Fabric PVC PVC Collapsible Wardrobe  (Finish Color - 9-Grey, DIY(Do-It-Yourself))",3.5,₹999,"₹3,999",S . K Store,4.6,,"Foldable W x H x D: 58 cm x 160 cm x 28 cm (1 ft 10 in x 5 ft 2 in x 11 in) Primary Material: Fabric Secondary Material: Plastic DIY - Basic assembly to be done with simple tools by the customer, comes with instructions."
Home and Furniture,Furnishing,Bedsheets ,"PETROSOLY 144 TC Cotton Queen Cartoon Flat Bedsheet  (Pack of 1, Blue)",4.1,₹379,"₹1,499",PETROSOLY,4.3,,"Flat (L x W): 254 cm x 229 cm Material: Cotton Includes: Number of Bedsheets: 1, Number of Pillow Covers: 2 Thread Count: 144 Color: Blue"
Home and Furniture,Furnishing,Bedsheets ,"Goodrik 140 TC Cotton Double 3D Printed Flat Bedsheet  (Pack of 1, Brown)",3.8,₹229,₹499,HOMEFR,4.6,,Flat (L x W): 225 cm x 220 cm Material: Cotton Includes: Number of Bedsheets: 1 Thread Count: 140 Color: Brown
Home and Furniture,Furnishing,Bedsheets ,"Growing Decorishing 300 TC Polycotton Double 3D Printed Flat Bedsheet  (Pack of 1, Red)",3.7,₹239,"₹1,999",Kushwaha Traders,4.2,,Flat (L x W): 230 cm x 225 cm Material: Polycotton Includes: Number of Bedsheets: 1 Thread Count: 300 Color: Red
Home and Furniture,Furnishing,Bedsheets ,"haus & kinder 186 TC Cotton King Floral Flat Bedsheet  (Pack of 1, Multicolor)",4.1,"₹1,299","₹2,599",SamaraRetailIndiaPLtd,4.3,,Flat (L x W): 274 cm x 274 cm Material: Cotton Includes: Number of Bedsheets: 1 Thread Count: 186 Color: Multicolor
